SERVER NAME;IP;PORT;VALUE;DATE
XHGIRD20;193.212.122.2;50010;79;2023-03-07 21:25:41.977
XHGIRD20;193.212.122.2;50010;68;2023-03-07 21:25:41.983
XHGIRD20;193.212.122.2;50010;98;2023-03-07 21:25:41.991
XHGIRD20;193.212.122.2;50010;83;2023-03-07 21:25:41.997
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:42.006
XHGIRD20;193.212.122.2;50010;74;2023-03-07 21:25:42.012
XHGIRD20;193.212.122.2;50010;0;2023-03-07 21:25:42.018
XHGIRD20;193.212.122.2;50010;54;2023-03-07 21:25:42.024
XHGIRD20;193.212.122.2;50010;89;2023-03-07 21:25:42.03
XHGIRD20;193.212.122.2;50010;69;2023-03-07 21:25:42.035
XHGIRD20;193.212.122.2;50010;72;2023-03-07 21:25:42.042
XHGIRD20;193.212.122.2;50010;40;2023-03-07 21:25:42.048
XHGIRD20;193.212.122.2;50010;58;2023-03-07 21:25:42.055
XHGIRD20;193.212.122.2;50010;50;2023-03-07 21:25:42.061
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:42.067
XHGIRD20;193.212.122.2;50010;31;2023-03-07 21:25:42.074
XHGIRD20;193.212.122.2;50010;68;2023-03-07 21:25:42.08
XHGIRD20;193.212.122.2;50010;66;2023-03-07 21:25:42.086
XHGIRD20;193.212.122.2;50010;75;2023-03-07 21:25:42.093
XHGIRD20;193.212.122.2;50010;50;2023-03-07 21:25:42.099
XHGIRD20;193.212.122.2;50010;20;2023-03-07 21:25:42.104
XHGIRD20;193.212.122.2;50010;46;2023-03-07 21:25:42.111
XHGIRD20;193.212.122.2;50010;19;2023-03-07 21:25:42.117
XHGIRD20;193.212.122.2;50010;39;2023-03-07 21:25:42.123
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:42.129
XHGIRD20;193.212.122.2;50010;24;2023-03-07 21:25:42.135
XHGIRD20;193.212.122.2;50010;86;2023-03-07 21:25:42.141
XHGIRD20;193.212.122.2;50010;41;2023-03-07 21:25:42.147
XHGIRD20;193.212.122.2;50010;39;2023-03-07 21:25:42.154
XHGIRD20;193.212.122.2;50010;78;2023-03-07 21:25:42.16
XHGIRD20;193.212.122.2;50010;69;2023-03-07 21:25:42.166
XHGIRD20;193.212.122.2;50010;97;2023-03-07 21:25:42.173
XHGIRD20;193.212.122.2;50010;48;2023-03-07 21:25:42.181
XHGIRD20;193.212.122.2;50010;58;2023-03-07 21:25:42.188
XHGIRD20;193.212.122.2;50010;62;2023-03-07 21:25:42.196
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:42.201
XHGIRD20;193.212.122.2;50010;47;2023-03-07 21:25:42.209
XHGIRD20;193.212.122.2;50010;39;2023-03-07 21:25:42.215
XHGIRD20;193.212.122.2;50010;11;2023-03-07 21:25:42.22
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:42.229
XHGIRD20;193.212.122.2;50010;98;2023-03-07 21:25:42.235
XHGIRD20;193.212.122.2;50010;48;2023-03-07 21:25:42.242
XHGIRD20;193.212.122.2;50010;84;2023-03-07 21:25:42.248
XHGIRD20;193.212.122.2;50010;61;2023-03-07 21:25:42.254
XHGIRD20;193.212.122.2;50010;2;2023-03-07 21:25:42.26
XHGIRD20;193.212.122.2;50010;99;2023-03-07 21:25:42.266
XHGIRD20;193.212.122.2;50010;25;2023-03-07 21:25:42.271
XHGIRD20;193.212.122.2;50010;65;2023-03-07 21:25:42.278
XHGIRD20;193.212.122.2;50010;34;2023-03-07 21:25:42.284
XHGIRD20;193.212.122.2;50010;66;2023-03-07 21:25:42.29
XHGIRD20;193.212.122.2;50010;70;2023-03-07 21:25:42.296
XHGIRD20;193.212.122.2;50010;51;2023-03-07 21:25:42.302
XHGIRD20;193.212.122.2;50010;15;2023-03-07 21:25:42.308
XHGIRD20;193.212.122.2;50010;98;2023-03-07 21:25:42.314
XHGIRD20;193.212.122.2;50010;17;2023-03-07 21:25:42.319
XHGIRD20;193.212.122.2;50010;86;2023-03-07 21:25:42.327
XHGIRD20;193.212.122.2;50010;99;2023-03-07 21:25:42.334
XHGIRD20;193.212.122.2;50010;3;2023-03-07 21:25:42.341
XHGIRD20;193.212.122.2;50010;42;2023-03-07 21:25:42.349
XHGIRD20;193.212.122.2;50010;20;2023-03-07 21:25:42.354
XHGIRD20;193.212.122.2;50010;51;2023-03-07 21:25:42.361
XHGIRD20;193.212.122.2;50010;53;2023-03-07 21:25:42.367
XHGIRD20;193.212.122.2;50010;10;2023-03-07 21:25:42.375
XHGIRD20;193.212.122.2;50010;5;2023-03-07 21:25:42.382
XHGIRD20;193.212.122.2;50010;3;2023-03-07 21:25:42.388
XHGIRD20;193.212.122.2;50010;92;2023-03-07 21:25:42.394
XHGIRD20;193.212.122.2;50010;29;2023-03-07 21:25:42.4
XHGIRD20;193.212.122.2;50010;6;2023-03-07 21:25:42.406
XHGIRD20;193.212.122.2;50010;53;2023-03-07 21:25:42.412
XHGIRD20;193.212.122.2;50010;68;2023-03-07 21:25:42.418
XHGIRD20;193.212.122.2;50010;21;2023-03-07 21:25:42.424
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:42.43
XHGIRD20;193.212.122.2;50010;3;2023-03-07 21:25:42.436
XHGIRD20;193.212.122.2;50010;85;2023-03-07 21:25:42.442
XHGIRD20;193.212.122.2;50010;29;2023-03-07 21:25:42.448
XHGIRD20;193.212.122.2;50010;36;2023-03-07 21:25:42.454
XHGIRD20;193.212.122.2;50010;58;2023-03-07 21:25:42.46
XHGIRD20;193.212.122.2;50010;41;2023-03-07 21:25:42.467
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:42.473
XHGIRD20;193.212.122.2;50010;64;2023-03-07 21:25:42.479
XHGIRD20;193.212.122.2;50010;28;2023-03-07 21:25:42.484
XHGIRD20;193.212.122.2;50010;36;2023-03-07 21:25:42.49
XHGIRD20;193.212.122.2;50010;71;2023-03-07 21:25:42.497
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:42.503
XHGIRD20;193.212.122.2;50010;89;2023-03-07 21:25:42.509
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:42.514
XHGIRD20;193.212.122.2;50010;81;2023-03-07 21:25:42.52
XHGIRD20;193.212.122.2;50010;94;2023-03-07 21:25:42.527
XHGIRD20;193.212.122.2;50010;10;2023-03-07 21:25:42.533
XHGIRD20;193.212.122.2;50010;95;2023-03-07 21:25:42.539
XHGIRD20;193.212.122.2;50010;4;2023-03-07 21:25:42.546
XHGIRD20;193.212.122.2;50010;67;2023-03-07 21:25:42.552
XHGIRD20;193.212.122.2;50010;5;2023-03-07 21:25:42.56
XHGIRD20;193.212.122.2;50010;21;2023-03-07 21:25:42.565
XHGIRD20;193.212.122.2;50010;70;2023-03-07 21:25:42.572
XHGIRD20;193.212.122.2;50010;44;2023-03-07 21:25:42.579
XHGIRD20;193.212.122.2;50010;13;2023-03-07 21:25:42.585
XHGIRD20;193.212.122.2;50010;95;2023-03-07 21:25:42.591
XHGIRD20;193.212.122.2;50010;24;2023-03-07 21:25:42.596
XHGIRD20;193.212.122.2;50010;29;2023-03-07 21:25:42.602
XHGIRD20;193.212.122.2;50010;33;2023-03-07 21:25:42.609
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:42.614
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:42.62
XHGIRD20;193.212.122.2;50010;6;2023-03-07 21:25:42.626
XHGIRD20;193.212.122.2;50010;66;2023-03-07 21:25:42.632
XHGIRD20;193.212.122.2;50010;23;2023-03-07 21:25:42.645
XHGIRD20;193.212.122.2;50010;16;2023-03-07 21:25:42.657
XHGIRD20;193.212.122.2;50010;6;2023-03-07 21:25:42.651
XHGIRD20;193.212.122.2;50010;78;2023-03-07 21:25:42.663
XHGIRD20;193.212.122.2;50010;98;2023-03-07 21:25:42.668
XHGIRD20;193.212.122.2;50010;31;2023-03-07 21:25:42.676
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:42.683
XHGIRD20;193.212.122.2;50010;3;2023-03-07 21:25:42.689
XHGIRD20;193.212.122.2;50010;69;2023-03-07 21:25:42.694
XHGIRD20;193.212.122.2;50010;89;2023-03-07 21:25:42.701
XHGIRD20;193.212.122.2;50010;59;2023-03-07 21:25:42.708
XHGIRD20;193.212.122.2;50010;49;2023-03-07 21:25:42.716
XHGIRD20;193.212.122.2;50010;2;2023-03-07 21:25:42.722
XHGIRD20;193.212.122.2;50010;27;2023-03-07 21:25:42.728
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:42.734
XHGIRD20;193.212.122.2;50010;19;2023-03-07 21:25:42.741
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:42.747
XHGIRD20;193.212.122.2;50010;89;2023-03-07 21:25:42.753
XHGIRD20;193.212.122.2;50010;66;2023-03-07 21:25:42.759
XHGIRD20;193.212.122.2;50010;52;2023-03-07 21:25:42.765
XHGIRD20;193.212.122.2;50010;20;2023-03-07 21:25:42.77
XHGIRD20;193.212.122.2;50010;94;2023-03-07 21:25:42.776
XHGIRD20;193.212.122.2;50010;5;2023-03-07 21:25:42.782
XHGIRD20;193.212.122.2;50010;77;2023-03-07 21:25:42.789
XHGIRD20;193.212.122.2;50010;23;2023-03-07 21:25:42.795
XHGIRD20;193.212.122.2;50010;98;2023-03-07 21:25:42.802
XHGIRD20;193.212.122.2;50010;10;2023-03-07 21:25:42.808
XHGIRD20;193.212.122.2;50010;49;2023-03-07 21:25:42.814
XHGIRD20;193.212.122.2;50010;86;2023-03-07 21:25:42.82
XHGIRD20;193.212.122.2;50010;14;2023-03-07 21:25:42.827
XHGIRD20;193.212.122.2;50010;68;2023-03-07 21:25:42.833
XHGIRD20;193.212.122.2;50010;67;2023-03-07 21:25:42.854
XHGIRD20;193.212.122.2;50010;3;2023-03-07 21:25:42.848
XHGIRD20;193.212.122.2;50010;62;2023-03-07 21:25:42.842
XHGIRD20;193.212.122.2;50010;70;2023-03-07 21:25:42.865
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:42.859
XHGIRD20;193.212.122.2;50010;99;2023-03-07 21:25:42.871
XHGIRD20;193.212.122.2;50010;99;2023-03-07 21:25:42.878
XHGIRD20;193.212.122.2;50010;55;2023-03-07 21:25:42.884
XHGIRD20;193.212.122.2;50010;97;2023-03-07 21:25:42.89
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:42.896
XHGIRD20;193.212.122.2;50010;84;2023-03-07 21:25:42.902
XHGIRD20;193.212.122.2;50010;65;2023-03-07 21:25:42.909
XHGIRD20;193.212.122.2;50010;73;2023-03-07 21:25:42.916
XHGIRD20;193.212.122.2;50010;57;2023-03-07 21:25:42.923
XHGIRD20;193.212.122.2;50010;11;2023-03-07 21:25:42.928
XHGIRD20;193.212.122.2;50010;62;2023-03-07 21:25:42.935
XHGIRD20;193.212.122.2;50010;82;2023-03-07 21:25:42.941
XHGIRD20;193.212.122.2;50010;68;2023-03-07 21:25:42.948
XHGIRD20;193.212.122.2;50010;25;2023-03-07 21:25:42.954
XHGIRD20;193.212.122.2;50010;5;2023-03-07 21:25:42.96
XHGIRD20;193.212.122.2;50010;69;2023-03-07 21:25:42.966
XHGIRD20;193.212.122.2;50010;69;2023-03-07 21:25:42.971
XHGIRD20;193.212.122.2;50010;0;2023-03-07 21:25:42.977
XHGIRD20;193.212.122.2;50010;56;2023-03-07 21:25:42.983
XHGIRD20;193.212.122.2;50010;75;2023-03-07 21:25:42.988
XHGIRD20;193.212.122.2;50010;32;2023-03-07 21:25:42.995
XHGIRD20;193.212.122.2;50010;72;2023-03-07 21:25:43.001
XHGIRD20;193.212.122.2;50010;15;2023-03-07 21:25:43.008
XHGIRD20;193.212.122.2;50010;27;2023-03-07 21:25:43.015
XHGIRD20;193.212.122.2;50010;87;2023-03-07 21:25:43.02
XHGIRD20;193.212.122.2;50010;81;2023-03-07 21:25:43.027
XHGIRD20;193.212.122.2;50010;21;2023-03-07 21:25:43.033
XHGIRD20;193.212.122.2;50010;56;2023-03-07 21:25:43.039
XHGIRD20;193.212.122.2;50010;53;2023-03-07 21:25:43.045
XHGIRD20;193.212.122.2;50010;94;2023-03-07 21:25:43.052
XHGIRD20;193.212.122.2;50010;79;2023-03-07 21:25:43.058
XHGIRD20;193.212.122.2;50010;6;2023-03-07 21:25:43.064
XHGIRD20;193.212.122.2;50010;49;2023-03-07 21:25:43.071
