EXPERIMENT NUMBER;SERVER;TAG;VALUE;DATE;DURATION;REPEATS;TAGS AMMOUNT;LAPSE;SERVER AMMOUNT
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;73;2023-03-08 11:24:04.767;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;45;2023-03-08 11:24:04.875;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;45;2023-03-08 11:24:04.875;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;45;2023-03-08 11:24:04.875;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;45;2023-03-08 11:24:04.875;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;45;2023-03-08 11:24:04.875;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;74;2023-03-08 11:24:04.984;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;74;2023-03-08 11:24:04.984;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;74;2023-03-08 11:24:04.984;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;74;2023-03-08 11:24:04.984;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;74;2023-03-08 11:24:04.984;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;39;2023-03-08 11:24:05.091;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;39;2023-03-08 11:24:05.092;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;39;2023-03-08 11:24:05.092;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;39;2023-03-08 11:24:05.092;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;39;2023-03-08 11:24:05.092;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;91;2023-03-08 11:24:05.201;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;91;2023-03-08 11:24:05.201;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;91;2023-03-08 11:24:05.201;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;91;2023-03-08 11:24:05.201;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;91;2023-03-08 11:24:05.201;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;49;2023-03-08 11:24:05.308;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;49;2023-03-08 11:24:05.309;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;49;2023-03-08 11:24:05.309;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;49;2023-03-08 11:24:05.309;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;49;2023-03-08 11:24:05.309;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;39;2023-03-08 11:24:05.417;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;39;2023-03-08 11:24:05.417;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;39;2023-03-08 11:24:05.418;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;39;2023-03-08 11:24:05.418;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;39;2023-03-08 11:24:05.418;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;69;2023-03-08 11:24:05.524;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;69;2023-03-08 11:24:05.524;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;69;2023-03-08 11:24:05.524;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;69;2023-03-08 11:24:05.524;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;69;2023-03-08 11:24:05.524;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;93;2023-03-08 11:24:05.635;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;93;2023-03-08 11:24:05.636;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;93;2023-03-08 11:24:05.636;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;93;2023-03-08 11:24:05.636;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;93;2023-03-08 11:24:05.636;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;52;2023-03-08 11:24:05.742;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;52;2023-03-08 11:24:05.742;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;52;2023-03-08 11:24:05.742;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;52;2023-03-08 11:24:05.742;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;52;2023-03-08 11:24:05.742;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;94;2023-03-08 11:24:05.851;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;94;2023-03-08 11:24:05.851;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;94;2023-03-08 11:24:05.851;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;94;2023-03-08 11:24:05.852;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;94;2023-03-08 11:24:05.852;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;27;2023-03-08 11:24:05.959;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;27;2023-03-08 11:24:05.959;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;27;2023-03-08 11:24:05.959;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;27;2023-03-08 11:24:05.959;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;27;2023-03-08 11:24:05.959;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;54;2023-03-08 11:24:06.07;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;54;2023-03-08 11:24:06.07;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;54;2023-03-08 11:24:06.071;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;54;2023-03-08 11:24:06.071;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;54;2023-03-08 11:24:06.071;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;84;2023-03-08 11:24:06.178;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;84;2023-03-08 11:24:06.178;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;84;2023-03-08 11:24:06.178;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;84;2023-03-08 11:24:06.178;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;84;2023-03-08 11:24:06.178;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;98;2023-03-08 11:24:06.285;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;98;2023-03-08 11:24:06.285;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;98;2023-03-08 11:24:06.285;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;98;2023-03-08 11:24:06.285;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;98;2023-03-08 11:24:06.285;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;65;2023-03-08 11:24:06.395;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;65;2023-03-08 11:24:06.395;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;65;2023-03-08 11:24:06.395;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;65;2023-03-08 11:24:06.395;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;65;2023-03-08 11:24:06.395;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;31;2023-03-08 11:24:06.503;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;31;2023-03-08 11:24:06.503;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;31;2023-03-08 11:24:06.504;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;31;2023-03-08 11:24:06.504;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;31;2023-03-08 11:24:06.504;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;60;2023-03-08 11:24:06.611;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;60;2023-03-08 11:24:06.611;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;60;2023-03-08 11:24:06.611;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;60;2023-03-08 11:24:06.611;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;60;2023-03-08 11:24:06.611;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;13;2023-03-08 11:24:06.719;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;13;2023-03-08 11:24:06.719;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;13;2023-03-08 11:24:06.719;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;13;2023-03-08 11:24:06.719;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;13;2023-03-08 11:24:06.719;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;29;2023-03-08 11:24:06.828;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;29;2023-03-08 11:24:06.828;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;29;2023-03-08 11:24:06.828;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;29;2023-03-08 11:24:06.828;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;29;2023-03-08 11:24:06.828;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;22;2023-03-08 11:24:06.938;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;22;2023-03-08 11:24:06.938;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;22;2023-03-08 11:24:06.939;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;22;2023-03-08 11:24:06.939;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;22;2023-03-08 11:24:06.939;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;85;2023-03-08 11:24:07.045;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;85;2023-03-08 11:24:07.046;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;85;2023-03-08 11:24:07.046;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;85;2023-03-08 11:24:07.046;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;85;2023-03-08 11:24:07.046;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;53;2023-03-08 11:24:07.155;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;53;2023-03-08 11:24:07.155;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;53;2023-03-08 11:24:07.155;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;53;2023-03-08 11:24:07.156;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;53;2023-03-08 11:24:07.156;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;61;2023-03-08 11:24:07.263;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;61;2023-03-08 11:24:07.264;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;61;2023-03-08 11:24:07.264;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;61;2023-03-08 11:24:07.264;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;61;2023-03-08 11:24:07.264;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;86;2023-03-08 11:24:07.372;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;86;2023-03-08 11:24:07.372;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;86;2023-03-08 11:24:07.372;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;86;2023-03-08 11:24:07.372;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;86;2023-03-08 11:24:07.372;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;71;2023-03-08 11:24:07.482;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;71;2023-03-08 11:24:07.482;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;71;2023-03-08 11:24:07.483;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;71;2023-03-08 11:24:07.483;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;71;2023-03-08 11:24:07.483;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;49;2023-03-08 11:24:07.589;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;49;2023-03-08 11:24:07.589;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;49;2023-03-08 11:24:07.589;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;49;2023-03-08 11:24:07.589;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;49;2023-03-08 11:24:07.589;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;8;2023-03-08 11:24:07.698;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;8;2023-03-08 11:24:07.698;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;8;2023-03-08 11:24:07.698;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;8;2023-03-08 11:24:07.698;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;8;2023-03-08 11:24:07.698;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;36;2023-03-08 11:24:07.806;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;36;2023-03-08 11:24:07.806;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;36;2023-03-08 11:24:07.806;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;36;2023-03-08 11:24:07.806;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;36;2023-03-08 11:24:07.806;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;41;2023-03-08 11:24:07.914;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;41;2023-03-08 11:24:07.914;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;41;2023-03-08 11:24:07.914;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;41;2023-03-08 11:24:07.914;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;41;2023-03-08 11:24:07.914;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;22;2023-03-08 11:24:08.023;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;22;2023-03-08 11:24:08.023;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;22;2023-03-08 11:24:08.023;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;22;2023-03-08 11:24:08.023;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;22;2023-03-08 11:24:08.023;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;33;2023-03-08 11:24:08.131;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;33;2023-03-08 11:24:08.131;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;33;2023-03-08 11:24:08.132;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;33;2023-03-08 11:24:08.132;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;33;2023-03-08 11:24:08.132;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;46;2023-03-08 11:24:08.239;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;46;2023-03-08 11:24:08.24;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;46;2023-03-08 11:24:08.24;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;46;2023-03-08 11:24:08.24;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;46;2023-03-08 11:24:08.24;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;95;2023-03-08 11:24:08.347;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;95;2023-03-08 11:24:08.347;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;95;2023-03-08 11:24:08.347;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;95;2023-03-08 11:24:08.347;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;95;2023-03-08 11:24:08.348;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;60;2023-03-08 11:24:08.458;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;60;2023-03-08 11:24:08.458;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;60;2023-03-08 11:24:08.458;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;60;2023-03-08 11:24:08.459;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;60;2023-03-08 11:24:08.459;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;18;2023-03-08 11:24:08.567;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;18;2023-03-08 11:24:08.568;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;18;2023-03-08 11:24:08.568;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;18;2023-03-08 11:24:08.568;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;18;2023-03-08 11:24:08.568;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;29;2023-03-08 11:24:08.676;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;29;2023-03-08 11:24:08.676;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;29;2023-03-08 11:24:08.676;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;29;2023-03-08 11:24:08.676;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;29;2023-03-08 11:24:08.676;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;52;2023-03-08 11:24:08.79;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;52;2023-03-08 11:24:08.79;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;52;2023-03-08 11:24:08.79;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;52;2023-03-08 11:24:08.79;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;52;2023-03-08 11:24:08.79;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;5;2023-03-08 11:24:08.899;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;5;2023-03-08 11:24:08.899;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;5;2023-03-08 11:24:08.899;5;1;5;100;1
